,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,ConnectivitySMILES,SMILES,HitFreq,Include
7986,113207487,2,3,325.4,4.2,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C=C(C=C3)F,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C=C(C=C3)F,2,1
7987,113207489,2,3,337.4,4.3,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,2,1
7988,113207490,2,3,351.4,4.7,CC1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,CC1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,2,1
7989,113207491,2,4,352.4,3.3,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)F,2,1
7990,113207504,1,2,294.3,4.0,CC1CC2=CC=CC=C2N1C(=O)C3=CC4=C(N3)C=C(C=C4)F,CC1CC2=CC=CC=C2N1C(=O)C3=CC4=C(N3)C=C(C=C4)F,2,1
7991,113207513,2,3,339.4,4.5,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC3=C(N2)C=C(C=C3)F)C,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC3=C(N2)C=C(C=C3)F)C,2,1
7992,113207515,1,2,296.3,4.2,CCN(C1=CC=CC(=C1)C)C(=O)C2=CC3=C(N2)C=C(C=C3)F,CCN(C1=CC=CC(=C1)C)C(=O)C2=CC3=C(N2)C=C(C=C3)F,2,1
7993,118621749,1,3,337.4,3.0,CC1=CC2=CC=CC=C2N1C3=CC(=C(C=C3)C(=O)N4CCNCC4)F,CC1=CC2=CC=CC=C2N1C3=CC(=C(C=C3)C(=O)N4CCNCC4)F,2,1
7994,118777095,2,3,365.4,4.2,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4F,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4F,6,1
7995,119045300,1,3,305.4,3.2,CCCN(CCCN(C)C)C(=O)C1=CC2=C(N1)C=CC(=C2)F,CCCN(CCCN(C)C)C(=O)C1=CC2=C(N1)C=CC(=C2)F,2,1
7996,119048525,2,3,365.4,3.3,CC1=CC=C(C=C1)CN2CCC(C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,CC1=CC=C(C=C1)CN2CCC(C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,2,1
7997,120254654,1,3,337.4,2.8,C1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,C1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,2,1
7999,120349406,2,5,362.4,1.6,C1CN(CCN1C(=O)C2CC(CN2)(F)F)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1C(=O)C2CC(CN2)(F)F)C(=O)C3=CC4=CC=CC=C4N3,3,1
8000,120475280,1,3,351.4,3.3,CC1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,C[C@@H]1CN(CCN1)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,5,1
8001,120475288,2,3,261.29,1.7,CC1CN(CCN1)C(=O)C2=CC3=C(N2)C=CC=C3F,C[C@@H]1CN(CCN1)C(=O)C2=CC3=C(N2)C=CC=C3F,5,1
8002,120475573,2,3,275.32,2.1,CC1CN(CCN1)C(=O)C2=CC3=C(N2)C=C(C=C3C)F,C[C@@H]1CN(CCN1)C(=O)C2=CC3=C(N2)C=C(C=C3C)F,2,1
8003,121033458,2,4,376.4,3.0,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCN3C(=O)C=CC(=N3)C4=CC=C(C=C4)F,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCN3C(=O)C=CC(=N3)C4=CC=C(C=C4)F,2,1
8004,121592563,3,3,261.29,1.9,C1CNCCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F,C1CNCCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8005,121592629,3,3,261.29,1.9,C1CC(CNC1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,C1CC(CNC1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8006,121592804,3,3,275.32,2.1,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=CC(=C3)F,C1CNCCC1CNC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8007,121839065,1,3,379.4,2.9,C1CN(CCC1C(=O)N)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,C1CN(CCC1C(=O)N)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,2,1
8008,124370527,1,3,385.5,3.6,CCN(C1CC2(CCCCC2)N(C1)C(=O)C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,CCN([C@H]1CC2(CCCCC2)N(C1)C(=O)C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,2,0
8009,124370528,1,3,385.5,3.6,CCN(C1CC2(CCCCC2)N(C1)C(=O)C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,CCN([C@@H]1CC2(CCCCC2)N(C1)C(=O)C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,2,0
8010,124736313,2,3,365.4,3.3,CC1=CC=C(C=C1)CN2CCC(C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,CC1=CC=C(C=C1)CN2CC[C@H](C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,2,0
8011,124736314,2,3,365.4,3.3,CC1=CC=C(C=C1)CN2CCC(C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,CC1=CC=C(C=C1)CN2CC[C@@H](C2=O)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,2,0
8012,124803894,2,4,319.37,2.3,CC1COCCN1C(C)CNC(=O)C2=CC3=C(N2)C=CC=C3F,C[C@@H]1COCCN1[C@H](C)CNC(=O)C2=CC3=C(N2)C=CC=C3F,2,0
8013,124950870,2,4,318.35,0.6,CNC(=O)C1CN(CCN1)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CNC(=O)[C@H]1CN(CCN1)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8014,124950871,2,4,318.35,0.6,CNC(=O)C1CN(CCN1)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CNC(=O)[C@@H]1CN(CCN1)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8015,124950998,2,4,332.4,1.5,CC(C)N1CCN(CC1C(=O)N)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN(C[C@H]1C(=O)N)C(=O)C2=CC3=C(N2)C=CC(=C3)F,2,0
8016,124950999,2,4,332.4,1.5,CC(C)N1CCN(CC1C(=O)N)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN(C[C@@H]1C(=O)N)C(=O)C2=CC3=C(N2)C=CC(=C3)F,2,0
8017,124974139,2,4,346.4,1.9,CC(C)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN(C[C@H]1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8018,124974140,2,4,346.4,1.9,CC(C)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN(C[C@@H]1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8019,124982106,1,4,360.4,0.5,CC(=O)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CC(=O)N1CCN(C[C@H]1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8020,124982107,1,4,360.4,0.5,CC(=O)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CC(=O)N1CCN(C[C@@H]1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8021,124985139,1,4,332.4,1.3,CN1CCN(CC1C(=O)N(C)C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CN1CCN(C[C@H]1C(=O)N(C)C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,2,0
8022,124985140,1,4,332.4,1.3,CN1CCN(CC1C(=O)N(C)C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CN1CCN(C[C@@H]1C(=O)N(C)C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,2,0
8023,125014734,2,4,346.36,0.6,CC(=O)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(=O)N1CCN(C[C@H]1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8024,125014735,2,4,346.36,0.6,CC(=O)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(=O)N1CCN(C[C@@H]1C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8025,125017209,1,4,332.4,1.1,CNC(=O)C1CN(CCN1C)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CNC(=O)[C@@H]1CN(CCN1C)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8026,125017210,1,4,332.4,1.1,CNC(=O)C1CN(CCN1C)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CNC(=O)[C@H]1CN(CCN1C)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8029,125024703,1,4,360.4,1.9,CC(C)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CC(C)N1CCN(C[C@H]1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8030,125024704,1,4,360.4,1.9,CC(C)N1CCN(CC1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,CC(C)N1CCN(C[C@@H]1C(=O)NC)C(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8031,126800577,1,2,288.36,4.0,CCC1CCC(N(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)F)C,CC[C@H]1CC[C@H](N(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)F)C,5,1
8032,126803551,1,3,359.4,3.5,CC(C)N(CC(=O)N1CCCCCC1)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N(CC(=O)N1CCCCCC1)C(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8033,126856170,1,2,260.31,3.2,CN(C1CCCC1F)C(=O)C2=CC3=CC=CC=C3N2,CN([C@@H]1CCC[C@H]1F)C(=O)C2=CC3=CC=CC=C3N2,2,1
8034,126899678,1,3,343.4,2.2,C1CN(CCC1N2CC(CC2=O)CF)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCC1N2CC(CC2=O)CF)C(=O)C3=CC4=CC=CC=C4N3,2,1
8035,128545905,2,2,337.4,3.5,C1CCC2=C(C1)C=C(N2)C(=O)N3CCC4=C(C3)C5=C(N4)C=CC(=C5)F,C1CCC2=C(C1)C=C(N2)C(=O)N3CCC4=C(C3)C5=C(N4)C=CC(=C5)F,2,1
8036,129360960,1,3,385.5,3.6,CCN(C1CC2(CCCCC2)N(C1)C(=O)C3=CC4=C(N3)C=CC(=C4)F)C(=O)C,CCN([C@H]1CC2(CCCCC2)N(C1)C(=O)C3=CC4=C(N3)C=CC(=C4)F)C(=O)C,2,0
8037,129360961,1,3,385.5,3.6,CCN(C1CC2(CCCCC2)N(C1)C(=O)C3=CC4=C(N3)C=CC(=C4)F)C(=O)C,CCN([C@@H]1CC2(CCCCC2)N(C1)C(=O)C3=CC4=C(N3)C=CC(=C4)F)C(=O)C,2,0
8038,129454273,1,4,431.5,4.5,C1CCC(=O)NC2CC(N(C2C1)C(=O)C3=NC4=CC=CC=C4C=C3)CC5=CC=CC=C5F,C1CCC(=O)N[C@@H]2C[C@@H](N([C@H]2C1)C(=O)C3=NC4=CC=CC=C4C=C3)CC5=CC=CC=C5F,2,1
8039,129567125,2,4,346.4,1.9,CC(C)N1CCN(C(C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN([C@@H](C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8040,129567126,2,4,346.4,1.9,CC(C)N1CCN(C(C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)N1CCN([C@H](C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8041,129567135,2,4,346.36,0.6,CC(=O)N1CCN(C(C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(=O)N1CCN([C@@H](C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8042,129567136,2,4,346.36,0.6,CC(=O)N1CCN(C(C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(=O)N1CCN([C@H](C1)C(=O)NC)C(=O)C2=CC3=C(N2)C=CC(=C3)F,5,0
8043,129621227,1,2,300.4,3.7,CC(C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,C[C@H](C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,1
8044,129621231,1,2,300.4,3.7,CC(C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,C[C@@H](C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8045,131898623,3,3,325.3,3.0,CC1=C(C=CC(=C1)C(=O)NC)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,CC1=C(C=CC(=C1)C(=O)NC)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,6,1
8046,131920371,3,3,339.4,3.4,CC(C)NC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C)NC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,5,1
8047,131936796,1,2,300.4,3.7,CC(C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,CC(C1=CCCCC1)NC(=O)C2=CC3=C(N2C)C=CC(=C3)F,2,0
8048,131937900,3,3,365.4,3.5,CC1=C(NC2=C1C=C(C=C2)F)C(=O)NC3=CC=C(C=C3)CC(=O)NC4CC4,CC1=C(NC2=C1C=C(C=C2)F)C(=O)NC3=CC=C(C=C3)CC(=O)NC4CC4,5,1
8049,132287859,2,3,365.4,3.3,C1CN(CCC1C(=O)NC2=CC=C(C=C2)F)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCC1C(=O)NC2=CC=C(C=C2)F)C(=O)C3=CC4=CC=CC=C4N3,5,1
8050,132287868,2,3,379.4,3.6,CC1=CC2=C(C=C1)C=C(N2)C(=O)N3CCC(CC3)C(=O)NC4=CC=C(C=C4)F,CC1=CC2=C(C=C1)C=C(N2)C(=O)N3CCC(CC3)C(=O)NC4=CC=C(C=C4)F,5,1
8051,132287869,2,4,383.4,3.4,C1CN(CCC1C(=O)NC2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(CCC1C(=O)NC2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,5,1
8052,132288138,1,3,379.4,3.3,C1CCN(C(C1)C(=O)N)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,C1CCN(C(C1)C(=O)N)C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,2,1
8053,132288141,1,3,393.5,3.7,CNC(=O)C1CCCCN1C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,CNC(=O)C1CCCCN1C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,5,1
8054,132290702,1,3,379.4,3.4,CNC(=O)C1CCCN1C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,CNC(=O)C1CCCN1C(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4F,2,1
8055,132357736,3,4,349.4,3.1,CC(C)(C)C1C(CCC(=O)N1)NC(=O)C2=CC3=C(C=CC(=C3N2)F)F,CC(C)(C)[C@H]1[C@@H](CCC(=O)N1)NC(=O)C2=CC3=C(C=CC(=C3N2)F)F,3,1
8056,132448227,1,3,343.4,2.5,C1CCN(C1)C(=O)C2(CCCN(C2)C(=O)C3=CC4=CC=CC=C4N3)F,C1CCN(C1)C(=O)C2(CCCN(C2)C(=O)C3=CC4=CC=CC=C4N3)F,2,1
8057,132448247,2,3,343.4,2.6,C1CC(CN(C1)C(=O)C2=CC3=CC=CC=C3N2)(C(=O)NCC4CC4)F,C1CC(CN(C1)C(=O)C2=CC3=CC=CC=C3N2)(C(=O)NCC4CC4)F,2,1
8058,132448278,2,4,347.4,1.7,COCCNC(=O)C1(CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)F,COCCNC(=O)C1(CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)F,2,1
8059,133067838,1,4,450.5,3.8,CCC1=C(NC2=C1C=C(C=C2)F)C(=O)N3CCN(CCCN(C4=CC=CC=C4C3)C(=O)C)C,CCC1=C(NC2=C1C=C(C=C2)F)C(=O)N3CCN(CCCN(C4=CC=CC=C4C3)C(=O)C)C,2,1
8061,133547740,3,4,437.5,2.3,CC(C(=O)NC1=CC(=CC=C1)F)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C[C@H](C(=O)NC1=CC(=CC=C1)F)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,5,0
8062,133550059,3,5,455.5,2.4,CC(C(=O)NC1=CC(=C(C=C1)F)F)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C[C@H](C(=O)NC1=CC(=C(C=C1)F)F)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,5,0
8063,133571677,1,3,357.4,3.3,C1CCC(CC1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CCC(CC1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC=C4F,5,1
8064,133607999,2,4,381.4,3.3,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(C3=CC(=CC=C3)F)N4CCOCC4,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC(C3=CC(=CC=C3)F)N4CCOCC4,2,1
8066,133805355,1,2,308.3,4.0,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)F,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)F,2,1
8067,133805945,2,3,300.3,3.8,C1=CC=C(C(=C1)CCNC(=O)C2=CC3=C(N2)C=CC=C3F)F,C1=CC=C(C(=C1)CCNC(=O)C2=CC3=C(N2)C=CC=C3F)F,2,1
8068,133806099,2,3,325.4,3.3,CN(C)C(CNC(=O)C1=CC2=C(N1)C=CC=C2F)C3=CC=CC=C3,CN(C)C(CNC(=O)C1=CC2=C(N1)C=CC=C2F)C3=CC=CC=C3,5,1
8069,133806101,2,4,371.4,3.2,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2=CC3=C(N2)C=CC=C3F,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2=CC3=C(N2)C=CC=C3F,5,1
8070,133806102,2,3,300.3,3.8,C1=CC2=C(C=C(N2)C(=O)NCCC3=CC=C(C=C3)F)C(=C1)F,C1=CC2=C(C=C(N2)C(=O)NCCC3=CC=C(C=C3)F)C(=C1)F,2,1
8071,133806103,1,6,391.4,4.4,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=O)C3=CC4=C(N3)C=CC=C4F,3,1
8072,133806110,1,4,341.4,3.6,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,5,1
8073,133806115,3,3,291.32,2.1,CC(C)(C)NC(=O)CNC(=O)C1=CC2=C(N1)C=CC=C2F,CC(C)(C)NC(=O)CNC(=O)C1=CC2=C(N1)C=CC=C2F,2,1
8074,133806136,1,3,351.4,3.7,C1CN(CCN1CCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(CCN1CCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC=C4F,5,1
8075,133806138,2,3,365.4,3.3,C1CC(CN(C1)C(=O)C2=CC3=C(N2)C=CC=C3F)C(=O)NC4=CC=CC=C4,C1CC(CN(C1)C(=O)C2=CC3=C(N2)C=CC=C3F)C(=O)NC4=CC=CC=C4,5,1
8076,133806144,2,4,347.4,3.2,CC(C)CC(CNC(=O)C1=CC2=C(N1)C=CC=C2F)N3CCOCC3,CC(C)CC(CNC(=O)C1=CC2=C(N1)C=CC=C2F)N3CCOCC3,2,1
8077,133806145,1,2,280.3,3.5,C1CN(C2=CC=CC=C21)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(C2=CC=CC=C21)C(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8078,133806176,2,4,394.4,2.6,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC=C4F,6,1
8079,133806190,2,4,367.4,3.0,C1COCCN1CC(C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4F,C1COCCN1CC(C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8080,133827502,1,3,326.3,4.1,C1CC1N(CC2=CC(=CC=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,C1CC1N(CC2=CC(=CC=C2)F)C(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8081,133827778,1,3,326.3,4.1,C1CC1N(CC2=CC(=CC=C2)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C1CC1N(CC2=CC(=CC=C2)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,2,1
8082,133829790,1,3,326.3,4.1,C1CC1N(CC2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C1CC1N(CC2=CC=C(C=C2)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,2,1
8083,133829798,3,3,337.3,3.1,C1CC1NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,C1CC1NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,2,1
8084,133829821,3,5,361.3,3.0,CNC(=O)C(C1=CC(=C(C=C1)F)F)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,CNC(=O)C(C1=CC(=C(C=C1)F)F)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,5,1
8085,133829822,3,4,357.4,3.3,CC1=CC2=C(C=C1)C=C(N2)C(=O)NC(C3=CC(=C(C=C3)F)F)C(=O)NC,CC1=CC2=C(C=C1)C=C(N2)C(=O)NC(C3=CC(=C(C=C3)F)F)C(=O)NC,3,1
8086,133829873,2,4,394.4,2.6,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C1CN(CCN1CC(=O)NCC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)F,6,1
8087,133829881,3,4,394.4,3.3,C1CN(CCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F)CC(=O)NC4=CC=CC=C4,C1CN(CCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F)CC(=O)NC4=CC=CC=C4,6,1
8088,133829893,3,3,380.4,3.2,C1CN(CCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F)C(=O)NC4=CC=CC=C4,C1CN(CCC1NC(=O)C2=CC3=C(N2)C=CC(=C3)F)C(=O)NC4=CC=CC=C4,2,1
8089,133829935,2,3,353.4,3.5,CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8090,133829940,3,3,311.31,2.6,CNC(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,CNC(=O)C1=CC(=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8091,133829954,2,2,292.3,3.6,C1=CC=C(C=C1)C#CCNC(=O)C2=CC3=C(N2)C=CC(=C3)F,C1=CC=C(C=C1)C#CCNC(=O)C2=CC3=C(N2)C=CC(=C3)F,2,1
8092,133829976,1,2,322.4,4.5,C1CC(N(C1)C(=O)C2=CC3=C(N2)C=CC=C3F)CC4=CC=CC=C4,C1CC(N(C1)C(=O)C2=CC3=C(N2)C=CC=C3F)CC4=CC=CC=C4,2,1
8093,133830025,3,3,291.32,2.1,CC(C)C(=O)NCCNC(=O)C1=CC2=C(N1)C=CC(=C2)F,CC(C)C(=O)NCCNC(=O)C1=CC2=C(N1)C=CC(=C2)F,2,1
8094,133830043,2,4,380.4,2.7,C1CN(CCN1CC(=O)NC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C1CN(CCN1CC(=O)NC2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)F,5,1
8095,133830067,1,4,332.3,4.0,CC(C1=CC(=C(C=C1)F)F)N(C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CC(C1=CC(=C(C=C1)F)F)N(C)C(=O)C2=CC3=C(N2)C=CC(=C3)F,3,1
8096,133830086,2,3,339.4,2.7,CN(C)C(=O)C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C=CC(=C3)F,CN(C)C(=O)C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C=CC(=C3)F,5,1
8097,133830133,2,3,351.4,3.3,C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=CC=C4F,C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8098,133830220,1,2,294.3,4.0,CC1CC2=CC=CC=C2N1C(=O)C3=CC4=C(N3)C=CC=C4F,CC1CC2=CC=CC=C2N1C(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8099,133830308,3,3,337.3,3.7,C1CC1NC(=O)C2=CC=CC=C2NC(=O)C3=CC4=C(N3)C=CC=C4F,C1CC1NC(=O)C2=CC=CC=C2NC(=O)C3=CC4=C(N3)C=CC=C4F,2,1
8100,133830378,2,4,367.4,3.0,C1COCCN1CC(C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,C1COCCN1CC(C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)F,2,1
8101,133834275,1,3,300.3,3.5,CN(CC1=CC=CC=C1F)C(=O)C2=CC3=C(N2)C=CC(=C3)F,CN(CC1=CC=CC=C1F)C(=O)C2=CC3=C(N2)C=CC(=C3)F,3,1
